distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
1.56,1.4,4.3,5,11.4,Clear,Low,Evening,Bike,Suburban,Wednesday,20.0
12.42,6.3,3.8,5,11.1,Cloudy,High,Evening,Car,Urban,Thursday,77.2
9.08,1.9,4.0,5,11.8,Rain,Medium,Afternoon,Bike,Urban,Friday,45.8
4.33,3.6,,2,,Clear,Low,Evening,Car,Suburban,Monday,39.4
2.76,5.0,3.9,3,12.1,Clear,Medium,Morning,Bike,Suburban,Thursday,24.1
6.41,4.0,4.1,7,19.1,Fog,High,Morning,Bike,Urban,Monday,72.3
14.16,1.1,4.3,4,24.3,Rain,High,Afternoon,Car,Suburban,Saturday,95.3
3.01,3.1,3.9,6,16.2,Clear,High,Afternoon,Scooter,Urban,Friday,38.0
16.98,5.5,3.9,3,21.1,Cloudy,Medium,Evening,Car,Rural,Saturday,76.5
2.75,3.1,4.4,4,16.2,Cloudy,High,Morning,Car,Suburban,Friday,41.7
1.17,3.3,3.8,7,14.1,Clear,High,Evening,Bike,Urban,Saturday,42.2
9.05,6.0,3.8,2,11.7,Clear,Medium,Evening,Bike,Rural,Wednesday,42.7
7.85,5.2,5.0,3,7.6,Fog,,Morning,Bike,Rural,Monday,47.1
6.2,2.5,3.9,1,8.4,Cloudy,High,Morning,Bike,Suburban,Sunday,53.6
1.47,8.2,3.5,8,26.8,Clear,Medium,Afternoon,Bicycle,Urban,Sunday,38.6
5.61,1.9,3.7,4,33.4,Rain,High,Evening,Car,Suburban,Sunday,70.1
7.12,2.4,3.4,4,17.9,Cloudy,,Evening,Bike,Suburban,Sunday,63.8
11.39,3.6,4.8,5,12.4,Cloudy,High,Evening,Scooter,Urban,Friday,71.6
5.31,5.0,4.1,9,24.0,Clear,Low,Afternoon,,Rural,Thursday,41.4
2.46,7.5,3.8,3,14.1,Clear,High,Morning,Bike,Urban,Saturday,38.4
3.14,2.5,4.4,2,29.3,Clear,High,Afternoon,Bike,Suburban,Monday,50.7
5.83,3.6,4.8,3,17.6,Storm,Medium,Morning,Car,Suburban,Saturday,57.2
3.65,8.2,4.1,5,12.5,Cloudy,Medium,Evening,Car,Urban,Saturday,34.0
6.45,6.3,4.8,3,22.9,Rain,Medium,Morning,Bike,Rural,Friday,53.9
2.73,4.5,4.0,1,13.4,Clear,High,Afternoon,Scooter,Urban,Wednesday,33.7
4.7,4.0,3.7,8,25.3,Rain,High,Afternoon,Bike,Urban,Friday,63.9
2.99,1.0,4.8,5,10.9,Cloudy,High,Afternoon,Scooter,Urban,Sunday,41.6
10.38,4.9,3.9,6,27.2,Cloudy,High,Evening,Scooter,Urban,Tuesday,86.4
5.24,2.6,3.9,4,9.9,Clear,Low,Afternoon,Bike,Suburban,Wednesday,27.9
1.8,6.8,4.5,4,24.3,Cloudy,High,Night,Car,Urban,Friday,40.3
8.34,3.8,4.2,1,8.7,Clear,High,Evening,Scooter,Rural,Saturday,59.8
8.13,1.2,4.1,1,22.7,Clear,Medium,Evening,Scooter,Rural,Friday,56.7
4.93,1.6,4.1,4,16.1,Rain,High,Evening,Scooter,Suburban,Friday,51.4
2.85,11.2,3.9,4,22.9,Clear,High,Evening,Scooter,Urban,Monday,45.6
3.49,5.1,4.2,9,15.7,Clear,Medium,Evening,Bike,Suburban,Thursday,31.9
3.83,2.4,4.3,4,12.1,Fog,High,Afternoon,Bike,Urban,Sunday,56.2
7.65,4.0,4.1,4,18.3,Clear,Medium,Afternoon,Car,Suburban,Wednesday,49.0
6.18,3.0,4.4,9,16.0,Cloudy,High,Evening,Scooter,Urban,Wednesday,49.2
4.63,6.7,4.3,4,12.7,Rain,High,Morning,Bike,Rural,Wednesday,46.9
10.05,5.5,4.3,2,11.8,Rain,High,Morning,Bicycle,Urban,Wednesday,79.0
12.06,14.6,4.0,2,15.5,Clear,Medium,Evening,Car,Urban,Wednesday,50.5
8.03,4.4,4.0,5,11.5,Cloudy,,Morning,Bike,Rural,Saturday,64.0
5.62,1.4,4.3,4,17.7,Cloudy,Low,Afternoon,Bike,Urban,Thursday,36.9
17.49,0.7,3.7,4,15.4,Clear,Medium,Evening,Scooter,Suburban,Friday,64.9
7.4,0.4,5.0,4,11.1,Rain,High,Morning,Bike,Rural,Thursday,63.4
4.68,6.3,3.2,3,21.0,Storm,High,Night,Bicycle,Urban,Sunday,73.4
6.47,3.8,3.9,3,31.7,Clear,High,Morning,Scooter,Urban,Tuesday,70.0
9.23,3.0,4.3,3,11.5,Clear,Medium,Evening,Bike,Urban,Monday,45.8
0.84,1.7,4.4,3,18.1,Rain,High,Evening,Scooter,Suburban,Wednesday,47.3
10.29,3.4,3.8,4,16.2,Cloudy,,Afternoon,Bike,Rural,Sunday,53.2
9.21,5.5,3.9,2,25.7,Rain,High,Morning,Scooter,Urban,Friday,75.7
6.62,3.1,4.2,2,10.2,Clear,Medium,Afternoon,Bike,Suburban,Friday,33.7
5.26,7.0,3.6,2,21.3,Clear,High,Afternoon,Car,Urban,Wednesday,46.3
4.7,9.6,3.7,4,17.4,Rain,High,Afternoon,Car,Suburban,Wednesday,54.3
8.92,4.0,4.5,4,18.2,Storm,Low,Night,Car,Suburban,Sunday,58.9
8.15,2.9,4.5,2,,Clear,High,Morning,Bike,Rural,Thursday,70.3
11.49,2.7,4.2,3,20.7,Rain,Medium,Evening,Bike,Urban,Friday,55.8
3.62,3.8,4.4,6,11.2,Clear,High,Morning,Car,Urban,Saturday,43.3
0.53,4.0,4.2,4,16.8,Clear,High,Night,Bike,Urban,Friday,33.1
8.22,4.4,3.9,4,9.3,,Medium,Morning,Bike,Urban,Tuesday,42.7
3.35,1.0,3.7,8,14.3,Clear,Medium,Afternoon,Bicycle,Urban,Wednesday,39.6
10.91,4.2,4.4,5,22.1,Rain,Medium,Evening,Car,Rural,Monday,69.6
4.91,4.2,3.9,4,17.2,Clear,High,Morning,Car,Urban,Sunday,58.4
2.8,5.4,4.5,5,17.6,Cloudy,Medium,Evening,Bike,Urban,Saturday,39.1
1.42,5.9,4.0,3,9.9,Clear,Low,Afternoon,Scooter,Suburban,Wednesday,13.3
7.88,7.3,4.6,2,14.7,Rain,,Afternoon,Scooter,Urban,Sunday,38.7
0.5,4.5,3.8,4,15.9,Fog,Medium,Afternoon,Scooter,Urban,Tuesday,33.5
20.63,5.9,3.7,2,22.3,Clear,High,Evening,Bike,Rural,Monday,112.4
4.34,4.5,4.2,4,18.4,Cloudy,Medium,Morning,Car,Urban,Monday,41.9
0.54,7.3,4.0,8,14.0,Storm,High,Morning,Bike,Urban,Sunday,56.9
8.66,3.4,4.2,5,17.7,Clear,High,Morning,Scooter,Urban,Tuesday,67.9
0.82,2.4,4.1,5,13.9,Rain,Medium,Afternoon,Car,Urban,Monday,35.4
2.72,3.7,4.0,1,,Cloudy,High,Morning,Car,Urban,Tuesday,44.8
12.29,8.3,4.0,2,11.1,Fog,High,Night,,Urban,Wednesday,84.4
5.78,2.5,3.3,6,17.3,Clear,High,Afternoon,Scooter,Urban,Thursday,51.4
9.18,8.2,4.7,4,12.0,Clear,High,Evening,Scooter,Rural,Tuesday,68.6
5.7,4.6,3.9,6,14.2,Clear,Low,Afternoon,Bike,Urban,Saturday,30.8
2.05,6.3,4.3,2,10.6,Clear,Medium,Afternoon,Bike,Urban,Sunday,22.3
5.92,4.9,3.4,4,18.0,Clear,Medium,Afternoon,Scooter,Urban,Wednesday,33.3
8.28,3.9,3.8,5,23.1,Storm,Low,Afternoon,Car,Rural,Sunday,62.2
3.79,2.4,4.2,6,22.3,Clear,High,Afternoon,Bicycle,Urban,Saturday,57.0
16.26,13.7,4.8,3,15.9,Clear,Low,Afternoon,Bike,Rural,Sunday,57.6
7.15,1.1,4.3,4,7.7,Clear,Medium,Afternoon,Bike,Urban,Monday,35.2
7.39,6.9,4.4,6,7.5,Clear,Low,Night,Bike,Rural,Saturday,35.7
3.15,0.8,4.0,5,9.2,Cloudy,Medium,Morning,Bicycle,Urban,Friday,38.7
2.69,9.1,4.1,3,24.4,Clear,Low,Afternoon,Car,Urban,Monday,27.5
2.1,5.5,4.1,4,35.8,Rain,Medium,Morning,Bicycle,Urban,Saturday,66.7
9.35,1.9,4.3,4,18.9,Rain,High,Afternoon,Scooter,Urban,Tuesday,69.8
3.13,2.0,4.6,2,24.7,Clear,Medium,Evening,Bike,Suburban,Saturday,40.1
7.24,3.7,4.0,3,13.3,Rain,High,Morning,Scooter,Suburban,Friday,64.4
6.01,0.8,4.2,4,18.3,Clear,Medium,Evening,Bike,Suburban,Thursday,46.5
1.59,7.2,4.0,6,12.2,Clear,High,Afternoon,Bike,Urban,Monday,32.5
9.35,2.2,4.0,8,26.6,Fog,High,Morning,Bike,Suburban,Sunday,87.1
4.07,1.3,4.6,2,19.9,Fog,Low,Night,Bike,Urban,Tuesday,35.9
6.83,6.4,4.3,3,28.9,Clear,Medium,Afternoon,Bike,Rural,Saturday,54.6
1.23,0.6,4.3,4,8.4,,High,Evening,Bicycle,Suburban,Friday,39.2
2.2,3.5,4.1,2,18.3,Clear,Medium,Afternoon,Car,Suburban,Monday,30.2
1.82,1.6,3.8,3,15.8,Cloudy,High,Night,Car,Suburban,Thursday,41.1
,4.8,4.4,2,8.5,Rain,High,Afternoon,Bike,Suburban,Sunday,32.2
5.72,7.3,4.5,4,13.9,Clear,Medium,Afternoon,Car,Urban,Sunday,34.9
1.89,0.7,4.5,2,10.0,Fog,Medium,Evening,Bike,Urban,Tuesday,32.3
4.53,7.3,4.1,4,13.3,Rain,Medium,Afternoon,Bike,Suburban,Tuesday,33.3
8.73,3.1,3.9,1,11.0,Clear,High,Afternoon,Bike,Urban,Tuesday,58.0
6.7,1.5,4.4,4,10.3,Rain,Medium,Night,Bike,Urban,Saturday,41.2
5.02,1.4,4.6,4,14.3,Rain,Low,Evening,Car,Suburban,Tuesday,38.1
0.6,3.2,4.5,3,6.7,Clear,High,Evening,Car,Urban,Monday,31.0
0.96,0.6,3.9,5,24.5,Cloudy,High,Evening,Bike,Suburban,Wednesday,44.1
2.58,3.1,4.3,4,22.8,Rain,High,Evening,Scooter,Urban,Sunday,55.0
5.3,3.4,3.4,2,28.7,Storm,High,Evening,Bike,Urban,Wednesday,78.2
1.86,5.0,4.7,2,11.1,Clear,High,Evening,Bike,Suburban,Friday,33.8
1.82,6.9,4.2,3,6.0,Cloudy,Medium,Afternoon,Scooter,Urban,Tuesday,16.6
8.46,5.3,4.2,6,33.8,Rain,High,Morning,Car,Suburban,Friday,85.3
3.46,8.3,4.7,3,14.1,Storm,Medium,Evening,Car,Suburban,Friday,44.3
1.01,1.7,3.9,3,13.3,Clear,High,Evening,Bike,Suburban,Sunday,32.5
5.39,4.6,4.2,4,11.9,Cloudy,High,Afternoon,Scooter,Urban,Friday,47.4
1.39,4.9,3.8,6,47.5,Rain,Medium,Morning,Bike,Suburban,Monday,73.6
5.3,8.2,3.6,6,15.4,Clear,High,Afternoon,Bike,Urban,Wednesday,44.6
3.06,4.8,4.3,1,26.1,Clear,High,Afternoon,Bike,Urban,Monday,48.7
4.24,2.1,4.2,5,11.1,Cloudy,High,Evening,Bike,Urban,Tuesday,41.9
1.77,3.5,3.3,7,13.9,Cloudy,Medium,Morning,Bike,Urban,Sunday,35.5
2.92,4.7,4.4,3,23.2,Rain,Medium,Evening,Bike,Urban,Thursday,38.9
2.6,1.0,4.1,2,16.2,Clear,Medium,Evening,Scooter,Urban,Saturday,38.6
1.97,8.9,4.4,7,22.5,Rain,Medium,Night,Bike,Urban,Monday,32.8
3.0,3.6,4.2,6,17.7,Clear,High,Morning,Bike,Suburban,Sunday,46.7
0.61,11.4,4.5,5,19.4,Rain,High,Night,Bicycle,Urban,Sunday,39.5
6.42,1.2,4.6,5,20.4,Clear,High,Evening,Car,Urban,Friday,59.7
6.17,1.8,4.2,2,16.9,Clear,High,Evening,Bike,Urban,Monday,54.6
3.13,5.0,4.5,2,9.9,Storm,,Morning,Bike,Urban,Sunday,57.0
3.2,2.7,4.5,3,16.5,Rain,Low,Afternoon,Bike,Suburban,Sunday,33.1
5.8,6.7,3.7,3,19.5,Clear,Medium,Evening,Bicycle,Rural,Tuesday,47.9
6.41,3.8,3.8,6,16.2,Clear,High,Afternoon,Bike,Urban,Sunday,46.4
2.5,3.6,3.8,2,14.4,Cloudy,Medium,Afternoon,Bike,Suburban,Sunday,28.0
7.43,3.5,4.4,3,17.8,Storm,Medium,Evening,Car,Urban,Tuesday,62.8
7.11,1.3,3.9,7,25.5,Clear,High,Evening,Scooter,Rural,Wednesday,69.8
7.45,3.8,3.4,5,14.4,Fog,High,Morning,Bike,Urban,Wednesday,71.5
0.5,1.7,3.8,4,19.3,Clear,Medium,Afternoon,Bike,Urban,Thursday,35.0
2.83,11.7,4.0,4,19.2,Rain,High,Morning,Bike,Urban,Sunday,44.6
6.49,0.5,4.3,3,19.7,Clear,High,Night,Bike,Urban,Sunday,58.8
7.18,4.2,4.6,2,24.6,Clear,Medium,Night,Bike,Suburban,Tuesday,41.1
1.32,4.5,4.5,9,25.5,Fog,Medium,Afternoon,Car,Urban,Thursday,39.5
5.49,5.0,4.2,5,13.5,Clear,Medium,Morning,Car,Urban,Thursday,41.9
5.09,5.9,3.8,6,15.7,Fog,High,Morning,Scooter,Urban,Thursday,62.0
10.44,0.9,3.4,4,15.1,Clear,Low,Afternoon,Scooter,Rural,Friday,44.1
16.27,4.7,,2,,Clear,High,Evening,Scooter,Suburban,Friday,86.5
20.31,3.4,4.0,3,15.2,Fog,Medium,Afternoon,Bike,Rural,Tuesday,79.3
8.68,3.0,4.2,2,14.0,Cloudy,High,Morning,Car,Suburban,Wednesday,65.3
4.31,6.4,4.5,6,19.3,Clear,High,Morning,Bike,Rural,Sunday,58.1
2.7,7.7,4.4,5,32.1,Cloudy,Medium,Morning,Bike,Urban,Wednesday,44.5
4.36,1.1,4.2,4,11.3,Clear,High,Evening,Bike,Urban,Thursday,44.3
2.84,3.6,4.0,4,13.3,Rain,High,Evening,Car,Urban,Sunday,49.3
1.9,5.7,3.6,6,21.1,Clear,High,Evening,Scooter,Urban,Saturday,44.2
7.27,3.8,3.8,6,8.6,Cloudy,High,Afternoon,Scooter,Suburban,Friday,48.3
1.29,7.4,3.8,5,15.5,Clear,Medium,Night,Scooter,Urban,Wednesday,22.7
0.5,2.0,5.0,9,26.2,Rain,Low,Afternoon,Car,Urban,Friday,34.5
6.2,7.0,4.9,8,21.1,Fog,High,Evening,Bike,Suburban,Friday,65.2
6.05,2.8,3.7,2,16.5,Rain,High,Night,Bike,Urban,Wednesday,58.0
1.0,1.6,4.3,5,19.3,Clear,Medium,Afternoon,Car,Urban,Monday,32.9
0.98,3.8,3.6,6,14.2,Clear,Low,Night,Scooter,Urban,Wednesday,18.1
3.67,3.2,4.2,3,16.9,Clear,Low,Afternoon,Scooter,Suburban,Thursday,28.7
4.61,1.0,4.0,5,32.1,Rain,Medium,Evening,Bike,Urban,Sunday,62.6
2.91,3.6,4.1,5,19.6,Clear,,Morning,Bicycle,Urban,Friday,43.1
2.46,6.3,4.5,8,25.1,Cloudy,Medium,Afternoon,Bike,Urban,Monday,34.0
3.51,8.0,4.3,2,23.3,Clear,Medium,Morning,Car,Suburban,Wednesday,42.3
5.87,5.7,4.5,2,15.9,Storm,Medium,Morning,Car,Urban,Thursday,53.5
1.05,1.9,4.3,4,17.5,Cloudy,High,Morning,Car,Urban,Thursday,45.9
10.68,4.5,3.9,4,18.5,Cloudy,Low,Afternoon,Bike,Rural,Monday,48.4
3.91,0.9,3.7,4,18.2,Fog,Medium,Evening,Scooter,Rural,Sunday,48.7
14.96,5.2,4.0,8,,Storm,Low,Afternoon,Bike,Urban,Sunday,61.0
4.28,4.9,4.0,3,14.6,Cloudy,Medium,Afternoon,Bike,Urban,Sunday,35.6
9.77,1.9,4.0,7,10.7,Rain,Medium,Night,Bike,Urban,Thursday,45.3
5.66,2.7,3.9,2,20.5,Cloudy,,Night,Bike,Suburban,Saturday,34.4
12.14,4.2,4.2,4,10.4,Clear,High,Morning,Bike,Urban,Friday,75.9
10.5,4.9,4.7,7,16.7,Clear,Medium,Afternoon,Scooter,Rural,Thursday,50.5
3.92,6.4,3.4,4,17.0,Rain,Medium,Evening,Bike,Suburban,Monday,37.3
3.19,0.9,3.7,3,10.4,Rain,Medium,Evening,Bike,Suburban,Tuesday,27.6
2.12,0.8,4.2,3,16.3,Clear,Low,Afternoon,Bike,Urban,Tuesday,22.1
3.2,,3.4,2,19.5,Clear,High,Evening,Scooter,Rural,Sunday,57.3
4.63,5.6,3.6,2,16.9,Rain,High,Morning,Bike,Suburban,Friday,51.9
7.09,2.9,5.0,4,32.3,Clear,High,Afternoon,Car,Suburban,Sunday,70.7
3.41,2.6,4.4,7,20.1,Rain,High,Evening,Bike,Urban,Friday,55.4
2.57,1.6,5.0,4,15.4,Rain,Medium,Evening,Scooter,Suburban,Monday,32.9
9.55,5.9,3.5,1,11.2,Clear,,Evening,Car,Suburban,Thursday,61.6
4.89,4.0,4.9,4,14.1,Clear,High,Morning,Scooter,Rural,Monday,48.9
3.79,4.8,3.7,3,26.9,Clear,Medium,Morning,Scooter,Suburban,Sunday,43.6
6.24,3.0,4.5,2,25.4,Clear,Medium,Morning,Car,Urban,Tuesday,47.0
1.87,2.7,3.3,6,23.9,Cloudy,High,Morning,Bike,Urban,Tuesday,48.6
3.83,3.4,4.3,4,9.0,Rain,High,Morning,Bike,Suburban,Thursday,40.1
13.32,3.2,4.3,2,11.5,Rain,Low,Afternoon,Bicycle,Rural,Saturday,67.4
1.84,7.6,4.0,4,15.6,Clear,,Afternoon,Car,Suburban,Thursday,33.8
5.76,1.5,3.6,7,16.3,Rain,Medium,Evening,Scooter,Urban,Monday,50.0
0.82,5.9,4.0,3,17.9,Clear,Medium,Afternoon,Bike,Urban,Saturday,24.4
3.36,2.2,4.2,3,19.0,Rain,Medium,Morning,Bike,Suburban,Monday,42.3
8.08,2.7,3.7,8,22.8,Clear,High,Evening,Car,Suburban,Friday,68.0
5.92,4.3,4.1,2,6.7,Cloudy,Medium,Morning,Scooter,Urban,Friday,36.2
8.42,5.5,4.1,3,7.3,Cloudy,High,Evening,Bike,Urban,Tuesday,51.8
2.62,3.1,4.3,3,16.4,Clear,Medium,Morning,Bike,Rural,Thursday,40.7
3.45,1.4,3.5,3,17.8,Storm,High,Afternoon,Car,Urban,Monday,67.0
,9.4,3.9,5,11.9,Clear,High,Night,Scooter,Urban,Wednesday,30.5
3.59,1.0,4.2,9,24.8,Clear,Medium,Evening,Bicycle,Urban,Friday,
7.5,1.4,4.0,4,13.5,Cloudy,High,Evening,Bike,Urban,Wednesday,60.9
10.37,8.2,3.7,4,16.0,Cloudy,High,Evening,Bike,Urban,Monday,75.5
13.53,6.9,4.5,5,10.6,Clear,High,Morning,Bike,Suburban,Friday,76.7
2.63,8.7,4.5,4,11.6,Clear,Medium,Evening,Scooter,Suburban,Saturday,24.9
0.71,2.2,4.4,4,11.3,Clear,High,Evening,Bike,Suburban,Saturday,37.9
0.52,1.8,4.0,10,25.0,Rain,Medium,Night,Bike,Suburban,Sunday,39.2
1.26,6.3,4.1,4,25.7,Cloudy,High,Afternoon,Bike,Urban,Thursday,41.7
7.0,1.4,4.6,6,35.5,Clear,Medium,Afternoon,Bike,Urban,Wednesday,63.6
5.21,,4.5,3,12.2,Clear,High,Evening,Car,Urban,Friday,48.3
5.45,1.0,4.6,5,8.8,Fog,High,Afternoon,Bike,Urban,Saturday,53.0
3.54,2.1,4.2,3,22.8,Fog,High,Afternoon,Scooter,Suburban,Thursday,58.2
2.62,1.6,4.4,3,7.7,Clear,High,Morning,Scooter,Urban,Sunday,38.1
9.46,1.2,4.4,3,22.6,Cloudy,High,Morning,Bike,Suburban,Friday,74.3
0.5,3.6,4.7,5,14.9,Clear,Low,Afternoon,Scooter,Urban,Wednesday,17.7
1.36,2.6,3.3,4,22.2,Clear,High,Morning,Car,Urban,Saturday,
6.09,4.7,4.2,4,14.3,Rain,High,Morning,Scooter,Urban,Tuesday,52.0
2.84,1.4,4.5,5,19.1,Fog,High,Morning,Scooter,Urban,Sunday,62.3
6.82,2.1,4.6,5,16.4,Clear,Low,Night,Car,Suburban,Wednesday,35.6
6.35,0.9,4.0,2,13.7,Rain,High,Morning,Bicycle,Suburban,Friday,62.4
5.88,2.5,4.3,3,17.5,Rain,High,Morning,Car,Urban,Friday,56.2
5.66,6.3,4.4,3,11.3,Rain,High,Afternoon,Bike,Suburban,Monday,47.6
7.28,5.5,4.6,6,12.2,Rain,High,Afternoon,Scooter,Suburban,Friday,52.4
7.28,3.1,4.3,3,19.2,Cloudy,High,Night,Scooter,Urban,Wednesday,58.6
3.86,11.3,4.2,3,14.7,Fog,Medium,Night,Bike,Urban,Wednesday,36.4
3.15,0.9,4.0,4,13.7,Clear,Medium,Afternoon,Scooter,Urban,Monday,28.1
4.93,6.9,4.6,4,15.8,Cloudy,High,Afternoon,Car,Urban,Saturday,48.0
12.41,1.5,4.6,5,19.3,Clear,Medium,Afternoon,Bike,Rural,Saturday,60.2
2.01,3.3,4.5,2,13.8,Rain,Medium,Morning,Car,Urban,Monday,37.9
3.35,5.0,4.4,2,20.2,Clear,Medium,Afternoon,Bicycle,Urban,Saturday,40.9
2.53,1.9,,4,20.7,Clear,Low,Morning,Bike,Suburban,Sunday,33.5
1.71,2.2,3.9,1,19.3,Rain,High,Morning,Bike,Urban,Monday,51.3
2.72,6.9,3.9,4,16.1,Clear,,Evening,,Suburban,Sunday,46.6
1.2,3.6,4.5,8,20.0,Clear,High,Morning,,Urban,Monday,45.5
1.04,1.0,4.6,2,10.8,Clear,Medium,Morning,Car,Urban,Saturday,29.7
11.13,2.6,4.2,3,10.7,Rain,Low,Afternoon,Bike,Urban,Thursday,45.7
1.55,2.0,4.2,3,17.2,Clear,Medium,Afternoon,Bike,Urban,Sunday,37.8
5.84,0.8,4.2,4,12.6,Clear,High,Morning,Bike,Urban,Wednesday,48.4
13.51,1.0,4.6,2,11.1,Cloudy,Medium,Morning,Bike,Suburban,Wednesday,53.0
8.16,4.2,4.4,3,21.0,Fog,Medium,Morning,Car,Suburban,Saturday,56.9
5.68,1.6,4.0,2,16.7,Rain,Medium,Morning,Bike,Suburban,Friday,
6.38,11.9,4.3,7,17.4,Clear,Medium,Evening,Bike,Urban,Friday,40.1
7.97,4.4,3.5,3,23.6,Fog,Low,Night,Scooter,Rural,Friday,55.2
8.29,6.4,3.9,1,17.5,Rain,High,Afternoon,Bicycle,Urban,Friday,72.4
11.8,0.6,3.5,5,25.1,Rain,Low,Afternoon,Bike,Suburban,Monday,56.0
2.96,4.4,3.8,4,20.3,Cloudy,High,Evening,Car,Suburban,Monday,45.4
1.0,3.7,3.9,3,17.7,Clear,Medium,Evening,Bike,Suburban,Tuesday,28.8
7.09,4.9,3.4,3,9.0,Rain,High,Morning,Car,Urban,Tuesday,64.9
16.08,0.3,4.6,1,19.3,Cloudy,Medium,Morning,Car,Suburban,Saturday,70.3
1.7,9.9,4.0,3,13.9,Clear,Medium,Afternoon,Car,Suburban,Wednesday,24.4
0.5,,4.0,7,26.7,Clear,High,Evening,Scooter,Urban,Thursday,38.1
3.39,3.1,,4,36.7,Clear,Medium,Morning,Bicycle,Suburban,Monday,60.3
2.41,3.5,4.4,4,20.4,Cloudy,,Afternoon,Bike,Urban,Sunday,33.9
4.47,1.8,4.7,4,12.5,Clear,Low,Afternoon,Car,Urban,Monday,29.6
2.11,8.9,4.3,4,9.1,Cloudy,Medium,Afternoon,Car,Suburban,Monday,27.1
3.3,0.5,4.3,3,7.8,Rain,High,Afternoon,Bike,Suburban,Saturday,43.5
1.59,2.4,3.4,6,15.4,Clear,High,Evening,Bicycle,Urban,Monday,44.3
0.54,2.5,4.1,5,18.8,Clear,Medium,Afternoon,Car,Urban,Saturday,27.9
3.58,1.8,4.4,6,10.5,Clear,High,Morning,Car,Urban,Wednesday,44.8
6.13,2.9,4.6,6,18.9,Clear,High,Morning,Bike,Urban,Saturday,56.5
1.24,2.4,,4,18.3,Rain,High,Evening,Car,Urban,Monday,48.1
14.43,1.6,4.9,9,29.7,Cloudy,Low,Afternoon,Bike,Urban,Wednesday,63.6
5.41,3.3,3.9,2,8.2,Rain,High,Morning,Bicycle,Suburban,Thursday,55.4
2.56,3.8,3.9,2,20.1,Storm,Medium,Afternoon,Bike,Urban,Friday,44.8
9.18,13.0,4.3,8,35.4,Clear,High,Evening,Scooter,Urban,Saturday,79.1
7.28,1.6,4.6,6,21.4,Rain,High,Evening,Bike,Urban,Tuesday,74.3
5.93,4.4,4.7,4,18.7,Cloudy,High,Evening,Scooter,Urban,Friday,54.3
4.34,4.3,3.4,4,14.6,Cloudy,Medium,Evening,Bike,Urban,Tuesday,42.3
2.62,6.0,4.2,5,19.1,Clear,Medium,Afternoon,Car,Urban,Saturday,37.2
5.04,5.5,4.5,6,11.5,Clear,High,Afternoon,Car,Urban,Sunday,46.7
4.33,0.7,4.5,4,29.0,Cloudy,High,Morning,Bike,Urban,Monday,67.6
8.86,2.8,4.4,2,18.1,Cloudy,Medium,Evening,Car,Urban,Monday,55.3
8.19,1.5,4.1,1,11.2,Clear,High,Evening,Scooter,Rural,Saturday,60.9
3.04,1.7,3.0,3,24.5,Clear,Medium,Morning,Scooter,Urban,Sunday,41.4
3.0,1.0,4.9,3,9.7,Cloudy,High,Evening,Bike,Urban,Friday,39.6
2.06,2.8,4.4,5,14.2,Rain,Medium,Afternoon,Bike,Urban,Thursday,28.3
4.5,4.5,3.8,2,11.4,Cloudy,High,Morning,Bike,Urban,Saturday,43.6
2.73,8.1,4.0,4,10.6,Clear,Medium,Afternoon,Scooter,Urban,Wednesday,26.9
1.36,3.5,4.2,5,12.9,Clear,Medium,Evening,Scooter,Suburban,Sunday,29.4
6.85,1.7,4.3,6,17.1,Rain,Medium,Night,Scooter,Urban,Saturday,49.3
2.53,3.8,3.6,4,11.2,Rain,High,Afternoon,Bicycle,Urban,Sunday,45.1
3.17,4.8,3.8,5,14.4,Clear,Medium,Night,Bike,Urban,Saturday,28.8
10.1,7.4,4.3,2,19.2,Cloudy,High,Evening,Car,Urban,Sunday,75.1
11.82,1.5,3.9,2,8.7,Clear,High,Evening,Car,Rural,Monday,80.7
5.56,1.0,,1,19.3,Cloudy,High,Evening,Car,Urban,Sunday,60.3
4.47,4.0,3.8,4,11.4,Clear,High,Afternoon,Scooter,Urban,Tuesday,42.2
11.57,3.3,4.1,3,12.1,Cloudy,High,Evening,Bike,Urban,Wednesday,79.7
3.25,2.6,3.5,3,14.0,Fog,High,Evening,Car,Urban,Wednesday,57.7
2.11,3.1,4.8,1,15.5,Clear,High,Evening,Car,Urban,Tuesday,38.5
8.83,1.5,4.6,4,31.2,Clear,High,Morning,Car,Urban,Thursday,88.3
5.57,0.6,4.5,6,17.6,Clear,Medium,Evening,Bike,Urban,Thursday,44.3
1.75,5.4,4.2,6,13.1,Clear,Low,Night,,Urban,Tuesday,16.2
5.58,5.1,3.7,3,40.3,Fog,Medium,Afternoon,Bike,Suburban,Wednesday,66.9
1.02,1.1,3.8,4,15.5,Storm,High,Night,Scooter,Urban,Wednesday,55.4
7.69,3.0,4.7,6,27.8,Clear,Low,Afternoon,Car,Urban,Friday,46.7
4.6,5.0,3.8,4,22.4,Fog,,Morning,Bike,Suburban,Friday,44.7
5.1,4.6,4.1,3,11.1,Clear,Medium,Morning,Bike,Urban,Friday,31.5
9.78,,4.0,3,16.3,Cloudy,High,Evening,Bike,Rural,Saturday,79.2
7.84,3.7,4.1,5,28.8,Cloudy,Low,Evening,Bike,Rural,Friday,57.2
